leaguegoals	isamongtopscorers	yellows	isamongtopscorersinteam	jerseynumber	position	artificialkey	teamid	injury	leagueappearances	prevform	istopscorer	playerid	form	reds
0	0	0	0	15	16	8049	631	0	3	3	0	157629	3	0
0	0	1	0	9	25	8050	631	0	4	3	0	138822	3	0
0	0	0	0	13	28	8051	631	0	0	3	0	175365	3	0
0	0	0	0	18	28	8052	631	0	2	3	0	13867	3	0
0	0	0	0	19	28	8053	631	0	0	3	0	193727	3	0
0	0	0	0	17	28	8054	631	0	3	3	0	159073	3	0
0	0	0	0	8	28	8055	631	0	2	3	0	169452	3	0
0	0	0	0	20	28	8056	631	0	0	3	0	188781	3	0
0	0	0	0	14	28	8057	631	0	2	3	0	155956	3	0
0	0	0	0	2	28	8058	631	0	0	3	0	186167	3	0
0	0	0	0	22	28	8059	631	0	0	3	0	186900	3	0
0	0	0	0	29	28	8060	631	0	0	3	0	45162	3	0
0	0	0	0	26	28	8061	631	0	0	3	0	210962	3	0
0	0	0	0	21	28	8062	631	0	0	3	0	203372	3	0
0	0	0	0	28	29	8063	631	0	0	3	0	211085	3	0
0	0	0	0	27	29	8064	631	0	0	3	0	211084	3	0
0	0	0	0	24	29	8065	631	0	0	3	0	211083	3	0
0	0	0	0	23	29	8066	631	0	0	3	0	210963	3	0
0	0	0	0	1	0	8067	100804	0	4	3	0	110606	3	0
0	0	1	0	2	3	8068	100804	0	4	3	0	49214	3	0
0	0	1	0	6	4	8069	100804	0	3	3	0	163955	3	0
0	0	0	0	5	6	8070	100804	0	4	3	0	165403	3	0
0	0	0	0	3	7	8071	100804	0	3	3	0	1860	3	0
0	0	0	0	7	12	8072	100804	0	3	3	0	135061	3	0
0	0	1	0	4	13	8073	100804	0	4	3	0	167695	3	0
1	0	1	1	8	15	8074	100804	0	4	3	0	192439	3	0
0	0	1	0	10	16	8075	100804	0	4	3	0	171971	3	0
1	0	0	1	11	24	8076	100804	0	4	3	0	201302	3	0
0	0	0	0	9	26	8077	100804	0	2	3	0	204127	3	1
0	0	0	0	15	28	8078	100804	0	0	3	0	169850	3	0
0	0	0	0	19	28	8079	100804	0	1	3	0	171320	3	0
0	0	0	0	33	28	8080	100804	0	1	3	0	173987	3	0
0	0	0	0	18	28	8081	100804	0	1	3	0	10183	3	0
0	0	0	0	12	28	8082	100804	0	0	3	0	167868	3	0
0	0	0	0	16	28	8083	100804	0	0	3	0	134824	3	0
0	0	1	0	20	28	8084	100804	0	3	3	0	171906	3	0
0	0	0	0	14	28	8085	100804	0	0	3	0	163226	3	0
0	0	0	0	22	28	8086	100804	0	2	3	0	189217	3	0
0	0	0	0	23	28	8087	100804	0	3	3	0	158522	3	1
0	0	0	0	26	28	8088	100804	0	0	3	0	201428	3	0
0	0	0	0	43	28	8089	100804	0	0	3	0	205308	3	0
0	0	0	0	31	29	8090	100804	0	0	3	0	205306	3	0
0	0	0	0	30	29	8091	100804	0	0	3	0	204269	3	0
0	0	0	0	29	29	8092	100804	0	0	3	0	205305	3	0
0	0	0	0	1	0	8093	100805	0	4	3	0	155877	3	0
0	0	1	0	2	3	8094	100805	0	3	3	0	138564	3	0
0	0	0	0	14	4	8095	100805	0	3	3	0	189184	3	0
0	0	1	0	5	6	8096	100805	0	4	3	0	139654	3	0
0	0	1	0	11	7	8097	100805	0	3	3	0	192451	3	0
0	0	1	0	6	13	8098	100805	0	2	3	0	11260	3	0
0	0	2	0	10	14	8099	100805	0	4	3	0	173654	3	0
1	0	1	1	17	15	8100	100805	0	4	3	0	201368	3	0
1	0	1	1	19	20	8101	100805	0	4	3	0	19184	3	0
0	0	1	0	7	22	8102	100805	0	4	3	0	186842	3	0
1	0	1	1	9	25	8103	100805	0	3	3	0	44414	3	0
0	0	0	0	12	28	8104	100805	0	0	3	0	155881	3	0
1	0	0	1	27	28	8105	100805	0	1	3	0	162234	3	1
1	0	0	1	20	28	8106	100805	0	3	3	0	207989	3	0
0	0	0	0	23	28	8107	100805	0	2	3	0	169441	3	0
0	0	1	0	21	28	8108	100805	0	4	3	0	13761	3	0
0	0	0	0	8	28	8109	100805	0	4	3	0	209160	3	0
0	0	0	0	18	28	8110	100805	0	0	3	0	201367	3	0
0	0	0	0	3	28	8111	100805	0	0	3	0	204355	3	0
0	0	0	0	25	28	8112	100805	0	0	3	0	210352	3	0
0	0	0	0	28	28	8113	100805	0	0	3	0	210882	3	0
0	0	0	0	30	28	8114	100805	0	0	3	0	210959	3	0
0	0	0	0	29	28	8115	100805	0	0	3	0	210881	3	0
0	0	0	0	33	29	8116	100805	0	0	3	0	210960	3	0
0	0	0	0	16	29	8117	100805	0	0	3	0	201328	3	0
1	0	0	1	4	29	8118	100805	0	3	3	0	200449	3	0
0	0	0	0	13	0	8119	240	0	2	3	0	192119	3	0
0	0	0	0	20	3	8120	240	0	1	3	0	146760	3	0
0	0	1	0	18	4	8121	240	0	1	3	0	140274	3	0
0	0	0	0	2	6	8122	240	0	2	3	0	182493	3	0
0	0	1	0	3	7	8123	240	0	1	3	0	164169	3	0
1	0	0	1	10	12	8124	240	0	2	3	0	143745	3	0
0	0	1	0	14	13	8125	240	0	2	3	0	146954	3	0
1	0	0	1	5	15	8126	240	0	2	3	0	4098	3	0
0	0	0	0	11	16	8127	240	0	2	3	0	170664	3	0
0	0	0	0	7	21	8128	240	0	2	3	0	173818	3	0
3	1	0	1	9	25	8129	240	0	2	3	0	167397	3	0
0	0	0	0	1	28	8130	240	0	0	3	0	178750	3	0
0	0	1	0	23	28	8131	240	0	2	3	0	168609	3	0
0	0	0	0	4	28	8132	240	0	1	3	0	171018	3	0
0	0	0	0	30	28	8133	240	0	1	3	0	208777	3	0
0	0	0	0	19	28	8134	240	0	1	3	0	179844	3	0
0	0	0	0	17	28	8135	240	0	1	3	0	189530	3	0
0	0	0	0	21	28	8136	240	0	0	3	0	80	3	0
0	0	0	0	8	28	8137	240	0	1	3	0	171579	3	0
0	0	0	0	12	28	8138	240	0	0	3	0	200519	3	0
0	0	0	0	48	28	8139	240	0	0	3	0	208421	3	0
0	0	0	0	6	28	8140	240	0	1	3	0	193747	3	0
0	0	0	0	16	28	8141	240	0	0	3	0	171016	3	0
0	0	0	0	42	29	8142	240	0	1	3	0	211212	3	0
0	0	0	0	25	29	8143	240	0	0	3	0	195668	3	0
0	0	0	0	35	29	8144	240	0	0	3	0	194099	3	0
0	0	0	0	32	29	8145	240	0	0	3	0	210972	3	0
0	0	0	0	37	29	8146	240	0	0	3	0	209989	3	0
0	0	0	0	38	29	8147	240	0	0	3	0	204863	3	0
0	0	0	0	40	29	8148	240	0	0	3	0	202470	3	0
0	0	0	0	41	29	8149	240	0	0	3	0	207917	3	0
0	0	0	0	33	29	8150	240	0	0	3	0	209981	3	0
0	0	0	0	1	0	8151	241	0	2	3	0	106573	3	0
0	0	0	0	2	3	8152	241	0	2	3	0	146530	3	0
1	0	1	1	5	4	8153	241	0	2	3	0	13038	3	0
0	0	1	0	3	6	8154	241	0	2	3	0	152729	3	0
0	0	0	0	18	7	8155	241	0	2	3	0	189332	3	0
0	0	1	0	16	10	8156	241	0	2	3	0	189511	3	0
0	0	0	0	9	23	8157	241	0	1	3	0	184941	3	0
0	0	0	0	6	13	8158	241	0	2	3	0	10535	3	0
0	0	0	0	4	15	8159	241	0	2	3	0	162895	3	0
0	0	0	0	8	27	8160	241	0	2	3	0	41	3	0
4	1	0	1	10	21	8161	241	0	2	3	1	158023	3	0
0	0	0	0	13	28	8162	241	0	0	3	0	110082	3	0
0	0	1	0	14	28	8163	241	0	1	3	0	142754	3	0
0	0	0	0	25	28	8164	241	0	0	3	0	157503	3	0
1	0	0	1	17	28	8165	241	0	2	3	0	189505	3	0
1	0	1	1	7	28	8166	241	0	2	3	0	113422	3	0
0	0	0	0	21	28	8167	241	0	0	3	0	164082	3	0
0	0	0	0	11	28	8168	241	0	0	3	0	189509	3	0
0	0	0	0	24	28	8169	241	0	0	3	0	192476	3	0
0	0	0	0	19	28	8170	241	0	0	3	0	194644	3	0
0	0	0	0	23	28	8171	241	0	0	3	0	200735	3	0
0	0	0	0	37	28	8172	241	0	2	3	0	200315	3	0
0	0	0	0	15	28	8173	241	0	0	3	0	198141	3	0
0	0	0	0	22	29	8174	241	0	0	3	0	141645	3	0
0	0	0	0	30	29	8175	241	0	0	3	0	183141	3	0
0	0	0	0	28	29	8176	241	0	0	3	0	199564	3	0
0	0	0	0	12	29	8177	241	0	0	3	0	170370	3	0
0	0	0	0	35	29	8178	241	0	0	3	0	192766	3	0
0	0	0	0	1	0	8179	242	0	2	3	0	47608	3	0
0	0	0	0	15	3	8180	242	0	0	3	0	188930	3	0
0	0	1	0	24	4	8181	242	0	2	3	0	11576	3	0
0	0	0	0	5	6	8182	242	0	0	3	0	157947	3	0
0	0	1	0	3	7	8183	242	0	2	3	0	163018	3	0
2	1	0	1	14	9	8184	242	0	2	3	0	177974	3	0
0	0	1	0	10	11	8185	242	0	2	3	0	193735	3	0
0	0	0	0	16	17	8186	242	0	2	3	0	164852	3	0
0	0	0	0	21	18	8187	242	0	2	3	0	19896	3	0
1	0	0	1	9	19	8188	242	0	2	3	0	197965	3	0
1	0	1	1	25	25	8189	242	0	2	3	0	189303	3	0
0	0	0	0	13	28	8190	242	0	1	3	0	138798	3	0
0	0	1	0	6	28	8191	242	0	2	3	0	171189	3	0
0	0	0	0	8	28	8192	242	0	0	3	0	193495	3	0
0	0	0	0	18	28	8193	242	0	2	3	0	52843	3	0
1	0	0	1	11	28	8194	242	0	2	3	0	146759	3	0
0	0	0	0	2	28	8195	242	0	2	3	0	8963	3	0
0	0	0	0	22	28	8196	242	0	0	3	0	200271	3	0
0	0	0	0	17	28	8197	242	0	0	3	0	135656	3	0
0	0	0	0	4	28	8198	242	0	1	3	0	188931	3	0
0	0	0	0	19	28	8199	242	0	0	3	0	193143	3	0
0	0	0	0	20	28	8200	242	0	0	3	0	112778	3	0
0	0	0	0	7	28	8201	242	0	0	3	0	146459	3	0
0	0	0	0	23	29	8202	242	0	0	3	0	8243	3	0
0	0	0	0	26	29	8203	242	0	0	3	0	200502	3	0
0	0	0	0	29	29	8204	242	0	0	3	0	204387	3	0
0	0	0	0	33	29	8205	242	0	0	3	0	191487	3	0
0	0	0	0	35	29	8206	242	0	0	3	0	177818	3	0
0	0	0	0	27	29	8207	242	0	0	3	0	207431	3	0
0	0	0	0	34	29	8208	242	0	0	3	0	211230	3	0
0	0	0	0	32	29	8209	242	0	0	3	0	205549	3	0
0	0	0	0	1	0	8210	243	0	2	3	0	5479	3	0
0	0	0	0	17	3	8211	243	0	2	3	0	146741	3	0
0	0	0	0	3	4	8212	243	0	1	3	0	120533	3	0
0	0	0	0	4	6	8213	243	0	2	3	0	155862	3	0
0	0	0	0	12	7	8214	243	0	1	3	0	176676	3	0
0	0	0	0	6	9	8215	243	0	0	3	0	179846	3	0
0	0	1	0	14	11	8216	243	0	2	3	0	45197	3	0
0	0	0	0	22	12	8217	243	0	2	3	0	183898	3	0
0	0	0	0	7	16	8218	243	0	2	3	0	20801	3	0
0	0	0	0	10	18	8219	243	0	2	3	0	176635	3	0
2	1	0	1	20	25	8220	243	0	2	3	0	167664	3	0
0	0	0	0	13	28	8221	243	0	0	3	0	178086	3	0
0	0	1	0	18	28	8222	243	0	2	3	0	157481	3	0
0	0	0	0	23	28	8223	243	0	0	3	0	45674	3	0
0	0	0	0	19	28	8224	243	0	0	3	0	177003	3	0
0	0	0	0	9	28	8225	243	0	2	3	0	165153	3	0
0	0	0	0	5	28	8226	243	0	1	3	0	171688	3	0
0	0	0	0	21	28	8227	243	0	2	3	0	185020	3	0
0	0	0	0	8	28	8228	243	0	0	3	0	138449	3	0
0	0	0	0	2	28	8229	243	0	0	3	0	201535	3	0
0	0	0	0	16	28	8230	243	0	0	3	0	3622	3	0
0	0	0	0	29	28	8231	243	0	1	3	0	201153	3	0
0	0	0	0	28	28	8232	243	0	0	3	0	188135	3	0
0	0	0	0	35	29	8233	243	0	0	3	0	192457	3	0
0	0	0	0	24	29	8234	243	0	2	3	0	163711	3	0
0	0	0	0	1	0	8235	244	0	2	3	0	183666	3	0
0	0	0	0	2	3	8236	244	0	0	3	0	156221	3	0
0	0	0	0	4	4	8237	244	0	2	3	0	202935	3	0
0	0	0	0	3	6	8238	244	0	2	3	0	146753	3	0
0	0	0	0	21	7	8239	244	0	2	3	0	198840	3	0
0	0	0	0	8	12	8240	244	0	2	3	0	198139	3	0
0	0	1	0	22	13	8241	244	0	1	3	0	201176	3	0
0	0	0	0	12	15	8242	244	0	1	3	0	156585	3	0
0	0	1	0	11	16	8243	244	0	2	3	0	199594	3	0
1	0	1	1	10	18	8244	244	0	2	3	0	183450	3	0
1	0	0	1	9	25	8245	244	0	2	3	0	20176	3	0
0	0	0	0	25	28	8246	244	0	0	3	0	146695	3	0
0	0	1	0	6	28	8247	244	0	1	3	0	190421	3	0
0	0	1	0	15	28	8248	244	0	2	3	0	210868	3	0
0	0	0	0	23	28	8249	244	0	0	3	0	200678	3	0
0	0	0	0	7	28	8250	244	0	2	3	0	52974	3	0
0	0	0	0	24	28	8251	244	0	1	3	0	191198	3	0
0	0	0	0	16	28	8252	244	0	0	3	0	139866	3	0
0	0	0	0	18	28	8253	244	0	1	3	0	210363	3	0
0	0	0	0	17	28	8254	244	0	0	3	0	181815	3	0
0	0	0	0	20	28	8255	244	0	1	3	0	190575	3	0
0	0	0	0	5	28	8256	244	0	0	3	0	137438	3	0
0	0	0	0	27	28	8257	244	0	0	3	0	203249	3	0
0	0	0	0	29	29	8258	244	0	0	3	0	193908	3	0
0	0	0	0	13	29	8259	244	0	0	3	0	134610	3	0
0	0	0	0	26	29	8260	244	0	1	3	0	200295	3	0
0	0	0	0	31	29	8261	244	0	0	3	0	209513	3	0
0	0	0	0	41	29	8262	244	0	0	3	0	203247	3	0
0	0	0	0	39	29	8263	244	0	0	3	0	203248	3	0
0	0	0	0	35	29	8264	244	0	0	3	0	206133	3	0
0	0	0	0	28	29	8265	244	0	0	3	0	192634	3	0
0	0	0	0	38	29	8266	244	0	0	3	0	205648	3	0
0	0	1	0	32	29	8267	244	0	1	3	0	211017	3	0
0	0	0	0	1	0	8268	448	0	2	3	0	114764	3	0
0	0	0	0	15	3	8269	448	0	2	3	0	106213	3	0
2	1	1	1	6	4	8270	448	0	2	3	0	185132	3	0
0	0	0	0	5	6	8271	448	0	0	3	0	162123	3	0
0	0	0	0	3	7	8272	448	0	0	3	0	199728	3	0
0	0	0	0	8	10	8273	448	0	2	3	0	189574	3	0
0	0	0	0	14	23	8274	448	0	2	3	0	189354	3	0
0	0	0	0	21	13	8275	448	0	2	3	0	191740	3	0
1	0	1	1	10	15	8276	448	0	2	3	0	190149	3	0
0	0	0	0	19	27	8277	448	0	1	3	0	189575	3	0
0	0	0	0	9	25	8278	448	0	0	3	0	162131	3	0
0	0	0	0	13	28	8279	448	0	0	3	0	186680	3	0
0	0	0	0	23	28	8280	448	0	0	3	0	202143	3	0
0	0	1	0	17	28	8281	448	0	2	3	0	196942	3	0
0	0	0	0	11	28	8282	448	0	2	3	0	199416	3	0
0	0	1	0	20	28	8283	448	0	2	3	0	106231	3	0
0	0	1	0	18	28	8284	448	0	2	3	0	105803	3	0
0	0	0	0	2	28	8285	448	0	1	3	0	170988	3	0
0	0	0	0	28	28	8286	448	0	0	3	0	189576	3	0
0	0	0	0	16	28	8287	448	0	2	3	0	193796	3	0
0	0	0	0	26	28	8288	448	0	0	3	0	189874	3	0
0	0	0	0	27	28	8289	448	0	2	3	0	205157	3	0
0	0	0	0	22	28	8290	448	0	0	3	0	161801	3	0
0	0	0	0	30	29	8291	448	0	0	3	0	206585	3	0
0	0	0	0	29	29	8292	448	0	0	3	0	211428	3	0
0	0	0	0	32	29	8293	448	0	0	3	0	201990	3	0
0	0	0	0	37	29	8294	448	0	0	3	0	201991	3	0
0	0	0	0	39	29	8295	448	0	0	3	0	201385	3	0
0	0	0	0	31	29	8296	448	0	0	3	0	205158	3	0
0	0	0	0	41	29	8297	448	0	0	3	0	202410	3	0
0	0	0	0	25	0	8298	449	0	2	3	0	177723	3	0
0	0	0	0	2	3	8299	449	0	2	3	0	161863	3	0
0	0	0	0	12	4	8300	449	0	2	3	0	179876	3	0
0	0	0	0	16	6	8301	449	0	0	3	0	135218	3	0
0	0	1	0	23	7	8302	449	0	2	3	0	110297	3	0
0	0	1	0	18	12	8303	449	0	2	3	0	204737	3	0
1	0	2	1	10	13	8304	449	0	2	3	0	177600	3	0
0	0	0	0	8	15	8305	449	0	1	3	0	190156	3	0
0	0	0	0	17	16	8306	449	0	2	3	0	201509	3	0
1	0	1	1	24	21	8307	449	0	1	3	0	115909	3	0
3	1	1	1	19	25	8308	449	0	2	3	0	154472	3	0
0	0	0	0	1	28	8309	449	0	0	3	0	155931	3	0
0	0	0	0	5	28	8310	449	0	2	3	0	110019	3	0
0	0	0	0	26	28	8311	449	0	0	3	0	192098	3	0
1	0	0	1	11	28	8312	449	0	2	3	0	203895	3	0
0	0	1	0	9	28	8313	449	0	2	3	0	171995	3	0
0	0	0	0	20	28	8314	449	0	0	3	0	134963	3	0
0	0	0	0	14	28	8315	449	0	0	3	0	158144	3	0
0	0	0	0	3	28	8316	449	0	0	3	0	110811	3	0
0	0	0	0	22	28	8317	449	0	0	3	0	3078	3	0
0	0	0	0	21	28	8318	449	0	2	3	0	192238	3	0
0	0	0	0	15	28	8319	449	0	1	3	0	204713	3	0
0	0	0	0	4	28	8320	449	0	1	3	0	138497	3	0
0	0	0	0	29	29	8321	449	0	0	3	0	208818	3	0
0	0	0	0	13	29	8322	449	0	0	3	0	194911	3	0
0	0	0	0	28	29	8323	449	0	0	3	0	208419	3	0
0	0	0	0	32	29	8324	449	0	0	3	0	203499	3	0
0	0	0	0	6	29	8325	449	0	0	3	0	202646	3	0
0	0	0	0	34	29	8326	449	0	0	3	0	208819	3	0
0	0	0	0	27	29	8327	449	0	0	3	0	204830	3	0
0	0	0	0	37	29	8328	449	0	0	3	0	201997	3	0
0	0	0	0	39	29	8329	449	0	0	3	0	203732	3	0
0	0	0	0	13	0	8330	450	0	2	3	0	172684	3	0
0	0	2	0	2	3	8331	450	0	2	3	0	194229	3	0
0	0	0	0	5	4	8332	450	0	2	3	0	198317	3	0
0	0	0	0	12	6	8333	450	0	2	3	0	165536	3	0
0	0	0	0	3	7	8334	450	0	2	3	0	173600	3	0
0	0	0	0	24	12	8335	450	0	2	3	0	176915	3	0
0	0	1	0	8	13	8336	450	0	2	3	0	172716	3	0
0	0	1	0	4	15	8337	450	0	2	3	0	110117	3	0
0	0	0	0	23	16	8338	450	0	1	3	0	159240	3	0
1	0	0	1	22	18	8339	450	0	2	3	0	110852	3	0
0	0	0	0	10	25	8340	450	0	2	3	0	192629	3	0
0	0	0	0	1	28	8341	450	0	0	3	0	163806	3	0
0	0	0	0	21	28	8342	450	0	0	3	0	185026	3	0
0	0	0	0	14	28	8343	450	0	1	3	0	146762	3	0
0	0	0	0	20	28	8344	450	0	1	3	0	194955	3	0
0	0	0	0	11	28	8345	450	0	0	3	0	165889	3	0
0	0	0	0	16	28	8346	450	0	1	3	0	177564	3	0
0	0	0	0	25	28	8347	450	0	1	3	0	183730	3	0
0	0	0	0	6	28	8348	450	0	0	3	0	173602	3	0
0	0	0	0	7	28	8349	450	0	0	3	0	184988	3	0
0	0	0	0	17	28	8350	450	0	2	3	0	161882	3	0
0	0	0	0	9	28	8351	450	0	1	3	0	146621	3	0
0	0	0	0	33	28	8352	450	0	0	3	0	210455	3	0
0	0	0	0	35	29	8353	450	0	0	3	0	211103	3	0
0	0	0	0	30	29	8354	450	0	0	3	0	211101	3	0
0	0	0	0	32	29	8355	450	0	0	3	0	205938	3	0
0	0	0	0	27	29	8356	450	0	0	3	0	211104	3	0
0	0	0	0	28	29	8357	450	0	0	3	0	197940	3	0
0	0	0	0	40	29	8358	450	0	0	3	0	204990	3	0
0	0	0	0	29	29	8359	450	0	0	3	0	208125	3	0
0	0	0	0	1	0	8360	452	0	2	3	0	188938	3	0
0	0	0	0	16	3	8361	452	0	2	3	0	195361	3	0
0	0	1	0	3	4	8362	452	0	1	3	0	201537	3	0
0	0	0	0	15	6	8363	452	0	2	3	0	173432	3	0
0	0	0	0	18	7	8364	452	0	2	3	0	25924	3	0
0	0	1	0	23	9	8365	452	0	2	3	0	205940	3	0
1	0	2	1	22	11	8366	452	0	2	3	0	188337	3	0
0	0	0	0	17	12	8367	452	0	2	3	0	176586	3	1
0	0	0	0	20	16	8368	452	0	0	3	0	4077	3	0
0	0	0	0	10	18	8369	452	0	2	3	0	147004	3	0
0	0	0	0	9	25	8370	452	0	0	3	0	135697	3	0
0	0	0	0	26	28	8371	452	0	0	3	0	204234	3	0
0	0	0	0	6	28	8372	452	0	2	3	0	183969	3	0
0	0	2	0	4	28	8373	452	0	2	3	0	189506	3	0
0	0	0	0	24	28	8374	452	0	1	3	0	206221	3	0
0	0	0	0	25	28	8375	452	0	0	3	0	186537	3	0
0	0	0	0	5	28	8376	452	0	2	3	0	184417	3	0
0	0	0	0	12	28	8377	452	0	0	3	0	208251	3	0
0	0	0	0	19	28	8378	452	0	0	3	0	143102	3	0
0	0	0	0	7	28	8379	452	0	0	3	0	195687	3	0
0	0	0	0	11	28	8380	452	0	2	3	0	183518	3	0
0	0	0	0	2	28	8381	452	0	0	3	0	184965	3	0
0	0	0	0	27	28	8382	452	0	0	3	0	202529	3	0
0	0	0	0	14	29	8383	452	0	0	3	0	193369	3	0
0	0	0	0	13	29	8384	452	0	0	3	0	177644	3	0
0	0	0	0	32	29	8385	452	0	0	3	0	198841	3	0
0	0	0	0	29	29	8386	452	0	0	3	0	211049	3	0
0	0	0	0	33	29	8387	452	0	0	3	0	204876	3	0
0	0	0	0	35	29	8388	452	0	0	3	0	204204	3	0
0	0	0	0	34	29	8389	452	0	0	3	0	192431	3	0
0	0	0	0	39	29	8390	452	0	0	3	0	197936	3	0
0	0	1	0	13	0	8391	453	0	2	3	0	17912	3	0
0	0	0	0	27	3	8392	453	0	2	3	0	198023	3	0
0	0	1	0	16	4	8393	453	0	2	3	0	3790	3	0
0	0	0	0	14	6	8394	453	0	0	3	0	170802	3	0
0	0	0	0	6	7	8395	453	0	2	3	0	112640	3	0
0	0	1	0	8	12	8396	453	0	2	3	0	167797	3	0
0	0	1	0	5	13	8397	453	0	2	3	0	198368	3	0
0	0	1	0	11	15	8398	453	0	2	3	0	191059	3	0
0	0	0	0	7	16	8399	453	0	2	3	0	198017	3	0
0	0	1	0	18	24	8400	453	0	2	3	0	161832	3	0
3	1	0	1	10	26	8401	453	0	2	3	0	204276	3	0
0	0	0	0	1	28	8402	453	0	0	3	0	115768	3	0
0	0	0	0	28	28	8403	453	0	2	3	0	206222	3	0
0	0	1	0	19	28	8404	453	0	1	3	0	111137	3	0
0	0	0	0	20	28	8405	453	0	0	3	0	170369	3	0
0	0	0	0	30	28	8406	453	0	0	3	0	189661	3	0
0	0	0	0	3	28	8407	453	0	2	3	0	191294	3	0
0	0	0	0	21	28	8408	453	0	1	3	0	171315	3	0
0	0	0	0	4	28	8409	453	0	0	3	0	209025	3	0
0	0	0	0	36	28	8410	453	0	1	3	0	201261	3	0
0	0	0	0	23	28	8411	453	0	0	3	0	198020	3	0
0	0	0	0	22	28	8412	453	0	0	3	0	157269	3	0
0	0	0	0	25	28	8413	453	0	0	3	0	194647	3	0
0	0	0	0	35	29	8414	453	0	1	3	0	203583	3	0
0	0	0	0	40	29	8415	453	0	0	3	0	204806	3	0
0	0	0	0	39	29	8416	453	0	0	3	0	211001	3	0
0	0	0	0	34	29	8417	453	0	0	3	0	206654	3	0
0	0	0	0	38	29	8418	453	0	0	3	0	206064	3	0
0	0	0	0	41	29	8419	453	0	0	3	0	209833	3	0
0	0	0	0	33	29	8420	453	0	0	3	0	202716	3	0
0	0	0	0	37	29	8421	453	0	0	3	0	210707	3	0
0	0	0	0	26	29	8422	453	0	0	3	0	200679	3	0
0	0	0	0	1	0	8423	457	0	2	3	0	174543	3	0
0	0	0	0	22	3	8424	457	0	2	3	0	172295	3	0
0	0	0	0	3	4	8425	457	0	2	3	0	172294	3	0
0	0	0	0	6	6	8426	457	0	0	3	0	204525	3	0
0	0	1	0	24	7	8427	457	0	2	3	0	172013	3	0
0	0	1	0	10	23	8428	457	0	2	3	0	146482	3	0
0	0	1	0	8	13	8429	457	0	2	3	0	190584	3	0
0	0	0	0	4	15	8430	457	0	2	3	0	172285	3	0
0	0	1	0	7	27	8431	457	0	2	3	0	194765	3	0
0	0	1	0	11	18	8432	457	0	2	3	0	169416	3	0
2	1	0	1	9	25	8433	457	0	1	3	0	161793	3	0
0	0	0	0	13	28	8434	457	0	0	3	0	155961	3	0
0	0	2	0	15	28	8435	457	0	2	3	0	155972	3	0
0	0	1	0	5	28	8436	457	0	2	3	0	155984	3	0
1	0	0	1	18	28	8437	457	0	2	3	0	174379	3	0
0	0	0	0	21	28	8438	457	0	0	3	0	200853	3	0
0	0	0	0	20	28	8439	457	0	1	3	0	190143	3	0
0	0	0	0	17	28	8440	457	0	0	3	0	172290	3	0
0	0	0	0	19	28	8441	457	0	0	3	0	200538	3	0
0	0	0	0	14	28	8442	457	0	1	3	0	204523	3	0
0	0	0	0	2	28	8443	457	0	0	3	0	172283	3	0
0	0	0	0	23	28	8444	457	0	1	3	0	194329	3	0
0	0	0	0	34	28	8445	457	0	0	3	0	200539	3	0
0	0	0	0	30	29	8446	457	0	0	3	0	186697	3	0
0	0	0	0	31	29	8447	457	0	0	3	0	211065	3	0
0	0	0	0	39	29	8448	457	0	0	3	0	204527	3	0
0	0	0	0	37	29	8449	457	0	0	3	0	204526	3	0
0	0	0	0	38	29	8450	457	0	0	3	0	201152	3	0
0	0	0	0	36	29	8451	457	0	0	3	0	211068	3	0
0	0	0	0	28	29	8452	457	0	0	3	0	204524	3	0
0	0	0	0	35	29	8453	457	0	0	3	0	196933	3	0
0	0	0	0	1	0	8454	461	0	2	3	0	165580	3	0
0	0	2	0	12	3	8455	461	0	2	3	0	206407	3	0
0	0	0	0	4	4	8456	461	0	1	3	0	183280	3	0
0	0	2	0	18	6	8457	461	0	2	3	0	193469	3	0
0	0	1	0	22	7	8458	461	0	2	3	0	112316	3	0
1	0	1	1	8	12	8459	461	0	2	3	0	184881	3	0
0	0	0	0	5	13	8460	461	0	2	3	0	165517	3	0
0	0	0	0	24	15	8461	461	0	2	3	0	188791	3	0
0	0	0	0	17	16	8462	461	0	2	3	0	171897	3	0
1	0	0	1	7	21	8463	461	0	2	3	0	176769	3	0
2	1	1	1	9	25	8464	461	0	2	3	0	146758	3	0
0	0	0	0	13	28	8465	461	0	0	3	0	189690	3	0
0	0	0	0	20	28	8466	461	0	2	3	0	20209	3	1
0	0	0	0	6	28	8467	461	0	0	3	0	111008	3	0
0	0	1	0	11	28	8468	461	0	1	3	0	183899	3	0
0	0	0	0	16	28	8469	461	0	1	3	0	121193	3	0
0	0	0	0	3	28	8470	461	0	0	3	0	181455	3	0
0	0	1	0	21	28	8471	461	0	2	3	0	189513	3	0
0	0	0	0	14	28	8472	461	0	0	3	0	169426	3	0
0	0	0	0	15	28	8473	461	0	0	3	0	198164	3	0
0	0	0	0	23	28	8474	461	0	0	3	0	190286	3	0
0	0	0	0	10	28	8475	461	0	0	3	0	178562	3	0
0	0	0	0	28	28	8476	461	0	1	3	0	205069	3	0
0	0	0	0	30	29	8477	461	0	0	3	0	201362	3	0
0	0	0	0	26	29	8478	461	0	0	3	0	184802	3	0
0	0	0	0	37	29	8479	461	0	0	3	0	200727	3	0
0	0	0	0	36	29	8480	461	0	0	3	0	202915	3	0
0	0	0	0	33	29	8481	461	0	0	3	0	210747	3	0
